2015-09-12 03:00:00,270131.0
2015-09-12 06:00:00,25200.0
2015-09-12 09:00:00,2350.0
2015-09-12 12:00:00,9075.0
2015-09-12 15:00:00,12450.0
2015-09-12 18:00:00,16575.0
2015-09-12 21:00:00,19625.0
2015-09-13 00:00:00,8975.0
2015-09-13 03:00:00,265234.0
2015-09-13 06:00:00,16850.0
2015-09-13 09:00:00,18400.0
2015-09-13 12:00:00,16075.0
2015-09-13 15:00:00,8100.0
2015-09-13 18:00:00,6375.0
2015-09-13 21:00:00,9250.0
2015-09-14 00:00:00,6025.0
2015-09-14 03:00:00,252559.0
2015-09-14 06:00:00,19950.0
2015-09-14 09:00:00,6925.0
2015-09-14 12:00:00,18750.0
2015-09-14 15:00:00,15550.0
2015-09-14 18:00:00,5825.0
2015-09-14 21:00:00,3225.0
2015-09-15 00:00:00,28875.0
2015-09-15 03:00:00,266084.0
2015-09-15 06:00:00,23650.0
2015-09-15 09:00:00,18875.0
2015-09-15 12:00:00,16625.0
2015-09-15 15:00:00,16800.0
2015-09-15 18:00:00,8725.0
2015-09-15 21:00:00,10850.0
2015-09-16 00:00:00,16775.0
2015-09-16 03:00:00,255387.0
2015-09-16 06:00:00,10500.0
2015-09-16 09:00:00,13850.0
2015-09-16 12:00:00,14625.0
2015-09-16 15:00:00,6575.0
2015-09-16 18:00:00,14525.0
2015-09-16 21:00:00,9825.0
2015-09-17 00:00:00,14350.0
2015-09-17 03:00:00,316506.0
2015-09-17 06:00:00,34200.0
2015-09-17 09:00:00,15925.0
2015-09-17 12:00:00,10550.0
2015-09-17 15:00:00,14675.0
2015-09-17 18:00:00,7625.0
2015-09-17 21:00:00,14675.0
2015-09-18 00:00:00,22925.0
2015-09-18 03:00:00,256144.0
2015-09-18 06:00:00,24975.0
2015-09-18 09:00:00,10025.0
2015-09-18 12:00:00,6175.0
2015-09-18 15:00:00,10500.0
2015-09-18 18:00:00,3000.0
2015-09-18 21:00:00,4175.0
2015-09-19 00:00:00,12425.0
2015-09-19 03:00:00,328351.0
2015-09-19 06:00:00,20000.0
2015-09-19 09:00:00,17275.0
2015-09-19 12:00:00,2175.0
2015-09-19 15:00:00,18800.0
2015-09-19 18:00:00,11125.0
2015-09-19 21:00:00,11675.0
2015-09-20 00:00:00,14300.0
2015-09-20 03:00:00,328126.0
2015-09-20 06:00:00,11175.0
2015-09-20 09:00:00,22475.0
2015-09-20 12:00:00,15250.0
2015-09-20 15:00:00,19025.0
2015-09-20 18:00:00,11075.0
2015-09-20 21:00:00,7075.0
2015-09-21 00:00:00,8025.0
2015-09-21 03:00:00,317673.0
2015-09-21 06:00:00,13150.0
2015-09-21 09:00:00,26000.0
2015-09-21 12:00:00,13875.0
2015-09-21 15:00:00,5025.0
2015-09-21 18:00:00,12225.0
2015-09-21 21:00:00,41375.0
2015-09-22 00:00:00,16625.0
2015-09-22 03:00:00,264569.0
2015-09-22 06:00:00,20750.0
2015-09-22 09:00:00,25950.0
2015-09-22 12:00:00,9525.0
2015-09-22 15:00:00,11475.0
2015-09-22 18:00:00,18425.0
2015-09-22 21:00:00,20100.0
2015-09-23 00:00:00,8150.0
2015-09-23 03:00:00,254418.0
2015-09-23 06:00:00,17873.0
2015-09-23 09:00:00,15850.0
2015-09-23 12:00:00,12975.0
2015-09-23 15:00:00,9250.0
2015-09-23 18:00:00,14525.0
2015-09-23 21:00:00,6725.0
2015-09-24 00:00:00,31750.0
2015-09-24 03:00:00,276118.0
2015-09-24 06:00:00,16425.0
2015-09-24 09:00:00,15675.0
2015-09-24 12:00:00,14950.0
2015-09-24 15:00:00,13900.0
2015-09-24 18:00:00,21225.0
2015-09-24 21:00:00,3275.0
2015-09-25 00:00:00,21175.0
2015-09-25 03:00:00,257691.0
2015-09-25 06:00:00,3250.0
2015-09-25 09:00:00,10725.0
2015-09-25 12:00:00,7650.0
2015-09-25 15:00:00,4450.0
2015-09-25 18:00:00,17925.0
2015-09-25 21:00:00,29700.0
2015-09-26 00:00:00,5975.0
2015-09-26 03:00:00,259871.0
2015-09-26 06:00:00,8350.0
2015-09-26 09:00:00,7100.0
2015-09-26 12:00:00,13875.0
2015-09-26 15:00:00,800.0
